principal_map	two leaf hashes, both mapped to owner alice
cert_1_sha256	fe0b1fb0d49e711a65c28504fb9104d71aae19e60f0041e6a34d05334905ea37
cert_2_sha256	451ca3d35cd5a7f93712ab4f5219840d2074654c331704f32d627b7e833ebd6c
input_len	65536
input_sha256	e320972bcd0ddc716cf3ae45e1e47a8b4de7a88016906f231087b2985ce20682
sequence	create + declare [1,2] + admit retry-copy/v2 twice under cert 1 (both park in AWAITING_RETRY); stop; restart on the same roots; attach under cert 2
attach_under_cert_2	identical BINDING text
committed_under_cert_1	lookup of the cert-1 admission returns its receipt
mutations_under_cert_2	retry 0:0:1 (expected 1) accepted with replacement attempt 2 and settles SUCCEEDED; cancel 0:0:2 accepted and settles CANCELLED
read_under_cert_2	0:0:1 attempt 2 byte-exact against the oracle
